epochs,fold0_train_acc,fold1_train_acc,fold2_train_acc,fold3_train_acc,fold4_train_acc,fold0_train_loss,fold1_train_loss,fold2_train_loss,fold3_train_loss,fold4_train_loss,fold0_train_cons_loss,fold1_train_cons_loss,fold2_train_cons_loss,fold3_train_cons_loss,fold4_train_cons_loss,fold0_train_cls_loss,fold1_train_cls_loss,fold2_train_cls_loss,fold3_train_cls_loss,fold4_train_cls_loss,fold0_val_acc,fold1_val_acc,fold2_val_acc,fold3_val_acc,fold4_val_acc,fold0_val_loss,fold1_val_loss,fold2_val_loss,fold3_val_loss,fold4_val_loss
0,0.5919075144508671,0.6034682080924856,0.5572254335260116,0.5965317919075145,0.6000000000000001,1.5779860118113527,1.5590230193706827,1.5094181419512547,1.6357319442504044,1.579455725643613,1.9414444658734382,1.9220706180695,1.7332807790248765,2.027138404889938,1.9844843116375284,1.2145275500936246,1.1959754173908759,1.2855554983156536,1.244325480329881,1.174427137462371,0.7050691244239631,0.7004608294930875,0.6774193548387096,0.6682027649769585,0.7142857142857143,0.8671329340077765,0.8216613206995248,1.0314046974006337,0.8549135269657258,0.8416880242835542
1,0.7121387283236995,0.7202312138728324,0.723699421965318,0.6947976878612717,0.6936416184971099,1.1890652868725837,1.1588299531455433,1.126861770765497,1.1997126827546216,1.1938949068751903,1.592371364252283,1.5491090116150883,1.4288390295221172,1.5732251318222885,1.570881931059951,0.805432667426013,0.7875888763217751,0.8396151065826416,0.844420334614745,0.8352974620434123,0.7327188940092166,0.6866359447004609,0.7188940092165899,0.7004608294930875,0.7188940092165899,0.8018230666762672,0.7000010969452045,0.7193164385958202,0.7187894829956617,0.7252824317475068
2,0.7294797687861272,0.7132947976878613,0.7167630057803469,0.7190751445086706,0.7052023121387284,1.0286814428250723,1.043020325516342,0.9907609481330312,1.0459223170892908,1.0622723769704137,1.355242149545512,1.37379549949541,1.2379815939369552,1.3653043924121682,1.3834793163002084,0.73322181854773,0.7437476001748251,0.7670851798232542,0.7569576370606729,0.771656622580432,0.7235023041474654,0.7327188940092166,0.7327188940092166,0.7327188940092166,0.7050691244239631,0.6687793555896953,0.6706030533610401,0.6850587343840006,0.6950918979908464,0.7050724117437266
3,0.7202312138728324,0.7225433526011561,0.7352601156069365,0.7202312138728324,0.7271676300578035,0.9871808815439906,0.9636552115099146,0.9182302842446424,0.9995893059520546,0.9642539532906419,1.261160070743036,1.2470939033622042,1.1269402285234644,1.2627719700883289,1.26413034627197,0.7514312885223179,0.7197660595998852,0.7386426099943458,0.7731297508292242,0.7062207427593546,0.7649769585253456,0.7603686635944701,0.7741935483870968,0.7419354838709677,0.728110599078341,0.6420122291635258,0.6270294277349375,0.6445353503600793,0.6907599488711027,0.6731401083106818
4,0.7283236994219654,0.7352601156069365,0.7398843930635839,0.7433526011560694,0.7410404624277457,0.9176514214331951,0.9177042606773727,0.8663454854160274,0.9229624763541265,0.9243777602090748,1.184482198789579,1.1739378084830188,1.0501866810912386,1.2068382162566578,1.211599676434053,0.6993353536369604,0.708058632295066,0.7159299598921329,0.6907005238970485,0.6893780269754042,0.7142857142857143,0.7695852534562212,0.7649769585253456,0.7695852534562212,0.728110599078341,0.7111955985495572,0.6216793060302734,0.6338611286356702,0.6701259261452108,0.653509144409461
5,0.7456647398843931,0.7329479768786128,0.7502890173410405,0.7456647398843931,0.7433526011560694,0.8887855246526386,0.8738989184755798,0.8422044285940468,0.8995409678975377,0.8819668899982347,1.169679298313386,1.1405701527901746,1.025106224445028,1.1425286318184038,1.1574272814146969,0.6703125911021451,0.6664879579062856,0.6999474763870239,0.710550556489087,0.6677199224813268,0.7880184331797235,0.7649769585253456,0.7695852534562212,0.7695852534562212,0.7419354838709677,0.619774655812347,0.6109072436934792,0.6100934112126926,0.6499252528089532,0.6618182587733467
6,0.7526011560693642,0.7572254335260116,0.7537572254335261,0.7445086705202313,0.7630057803468209,0.8363455561322903,0.8374161452328394,0.8169547231919175,0.8706774410851504,0.8565131272744695,1.1049722389343681,1.1072641518137871,1.0032533724373633,1.1290699139647526,1.1437019919036726,0.6377953963542203,0.6379632594388559,0.6792557097356254,0.6796916969325564,0.644243072479143,0.7880184331797235,0.7649769585253456,0.783410138248848,0.7695852534562212,0.7511520737327189,0.5620080139230473,0.5937642633640272,0.5780669335396059,0.6086169052783246,0.6363023448100288
7,0.7676300578034683,0.746820809248555,0.7526011560693642,0.7537572254335261,0.761849710982659,0.8381360982536176,0.8231549427049969,0.7843592803959453,0.8260698012255747,0.8377645666446161,1.089744770198787,1.0836920776498427,0.9746645749162096,1.088823129824542,1.115233027606929,0.6614747200537165,0.6402246602084658,0.6507407011242088,0.6415834514372939,0.6429463247640417,0.7880184331797235,0.7972350230414746,0.7880184331797235,0.7926267281105991,0.7926267281105991,0.5802150234099357,0.5414824996675763,0.5558414722917266,0.5934588107095885,0.5683428636893698
8,0.7641618497109827,0.7780346820809249,0.7780346820809249,0.7491329479768787,0.7710982658959538,0.8148241201671985,0.8195437696001945,0.7621052462026614,0.8166259691255902,0.8000719016845074,1.0690734096623342,1.0833747272097736,0.9487757529687444,1.0990159949031444,1.1022812942846105,0.6453245571993906,0.6436564318083842,0.6376582014998164,0.6283659117484311,0.5985989395631562,0.7880184331797235,0.7465437788018433,0.7926267281105991,0.783410138248848,0.7695852534562212,0.5457742049397412,0.5913340962976904,0.5465892405004545,0.595561723555288,0.556809834071568
9,0.7687861271676301,0.7884393063583816,0.7710982658959538,0.7664739884393064,0.7815028901734105,0.7631362353989838,0.7661910002384711,0.7432449140133114,0.7969413826225,0.7864781880597456,1.0554871329473794,1.0735483765602112,0.9495430741835078,1.0812097563656098,1.0987167227158852,0.578179550006849,0.5717404263282041,0.6127297539229787,0.6170981313110492,0.5889395311338093,0.7419354838709677,0.7741935483870968,0.7649769585253456,0.7557603686635944,0.7419354838709677,0.5633912943475258,0.5152612292821506,0.5556050511549145,0.6079275877245011,0.5487228494635376
