epochs,fold0_train_acc,fold1_train_acc,fold2_train_acc,fold3_train_acc,fold4_train_acc,fold0_train_loss,fold1_train_loss,fold2_train_loss,fold3_train_loss,fold4_train_loss,fold0_val_acc,fold1_val_acc,fold2_val_acc,fold3_val_acc,fold4_val_acc,fold0_val_loss,fold1_val_loss,fold2_val_loss,fold3_val_loss,fold4_val_loss
0,0.6439306358381504,0.6369942196531793,0.6369942196531793,0.639306358381503,0.639306358381503,0.9516262964371147,1.0002160378552358,0.938473062777738,0.9725506283821316,0.9748256928330168,0.695852534562212,0.7327188940092166,0.7096774193548387,0.7142857142857143,0.728110599078341,0.7105328959803427,0.700921124576973,0.7022667106944844,0.7043028097548243,0.7377520442558324
1,0.7341040462427746,0.7317919075144509,0.7398843930635839,0.7537572254335261,0.7329479768786128,0.6252562452893738,0.5876718770473375,0.5960908679787172,0.5828678104855599,0.59981718850792,0.7327188940092166,0.8202764976958525,0.7327188940092166,0.7603686635944701,0.7511520737327189,0.5893747707665791,0.567960695187617,0.5743286203129501,0.5412675883912821,0.5677609245897988
2,0.7560693641618498,0.7815028901734105,0.7722543352601157,0.793063583815029,0.7884393063583816,0.5247907354197371,0.4992959543105659,0.5159295534868853,0.48648316707086126,0.52091542515186,0.7557603686635944,0.7695852534562212,0.8248847926267281,0.8341013824884793,0.8110599078341014,0.5478140835388465,0.5060076208158573,0.5268389706238075,0.48485853485248054,0.5279549893146286
3,0.7953757225433526,0.8254335260115607,0.7942196531791909,0.8335260115606937,0.8254335260115607,0.47501020420581924,0.4245250591444313,0.47145638334641765,0.42193576775559594,0.4491539345968754,0.815668202764977,0.8571428571428571,0.8202764976958525,0.8525345622119815,0.8018433179723502,0.49501205479494437,0.42874952395390803,0.4745314637636809,0.44001135408603653,0.49370260282595585
4,0.8323699421965318,0.8404624277456648,0.8323699421965318,0.8485549132947977,0.8450867052023122,0.4194679539138024,0.3848674830493577,0.43661315506751386,0.4198018049975054,0.39042534248544536,0.847926267281106,0.8018433179723502,0.7788018433179723,0.8294930875576036,0.8387096774193549,0.4468655915853615,0.46472430778538576,0.4835120785620905,0.4381746828281385,0.45915911274571575
5,0.8612716763005781,0.869364161849711,0.8265895953757226,0.8647398843930636,0.846242774566474,0.36270308439884713,0.33890369643858814,0.3952493935550025,0.3343308477773579,0.36066275780354073,0.8387096774193549,0.8294930875576036,0.8018433179723502,0.8018433179723502,0.7603686635944701,0.44749200179280224,0.3999879019601004,0.46319384069486697,0.4595323202247444,0.5521786993000365
6,0.8647398843930636,0.8751445086705203,0.8670520231213873,0.8751445086705203,0.8739884393063584,0.3288995339236128,0.29943803007449576,0.3457963089330481,0.3128115928501164,0.31348195398619416,0.8202764976958525,0.8433179723502304,0.847926267281106,0.8341013824884793,0.8064516129032258,0.43966706007856377,0.3974087183376611,0.4198238355223484,0.41357758078157625,0.5701602702865952
7,0.8728323699421966,0.8878612716763006,0.8751445086705203,0.9063583815028903,0.869364161849711,0.3080746763889943,0.2789710524978988,0.3186900369617917,0.2494051289667777,0.3058410374396438,0.8341013824884793,0.8064516129032258,0.8248847926267281,0.8433179723502304,0.8064516129032258,0.4496952927057644,0.44493608211042696,0.4240419150497507,0.4444686696276687,0.4146716715553389
8,0.9040462427745666,0.8994219653179192,0.8982658959537573,0.9144508670520232,0.8913294797687862,0.2631724829520654,0.2536935273113601,0.26573612684503606,0.22409345250610913,0.2801256491503584,0.7972350230414746,0.8294930875576036,0.8110599078341014,0.8433179723502304,0.8064516129032258,0.44869611230314055,0.4444413866315569,0.4086209881690241,0.394818965191116,0.46096962388210033
9,0.8924855491329481,0.9213872832369943,0.9040462427745666,0.9375722543352601,0.9052023121387284,0.2844526272848112,0.20123840649740413,0.24888362687662108,0.19362071402575992,0.24348458182921104,0.8387096774193549,0.8433179723502304,0.8433179723502304,0.8525345622119815,0.8110599078341014,0.42810829004384404,0.4363745280674526,0.4030529277115923,0.4139364260132961,0.4952514402327999
10,0.9156069364161851,0.938728323699422,0.9121387283236995,0.9421965317919075,0.9294797687861273,0.23061836148620746,0.16946291198971075,0.22400463652720146,0.1951545311496892,0.1929503101001092,0.7880184331797235,0.7788018433179723,0.815668202764977,0.8433179723502304,0.7788018433179723,0.5058805601937431,0.5661311523156232,0.42167275292532785,0.42779954347742316,0.5179306219250376
