epochs,fold0_train_acc,fold1_train_acc,fold2_train_acc,fold3_train_acc,fold4_train_acc,fold0_train_loss,fold1_train_loss,fold2_train_loss,fold3_train_loss,fold4_train_loss,fold0_val_acc,fold1_val_acc,fold2_val_acc,fold3_val_acc,fold4_val_acc,fold0_val_loss,fold1_val_loss,fold2_val_loss,fold3_val_loss,fold4_val_loss
0,0.6300578034682082,0.6404624277456648,0.6450867052023121,0.639306358381503,0.6485549132947978,1.0195130514442374,0.9182772155201763,0.9439066265701154,0.936337567250663,0.9408516140159117,0.7096774193548387,0.6866359447004609,0.7096774193548387,0.7050691244239631,0.6820276497695853,0.6782801755562357,0.7108368060555875,0.6834826491395449,0.7056841169084821,0.8446509014076901
1,0.7421965317919076,0.7526011560693642,0.7294797687861272,0.7202312138728324,0.7364161849710983,0.5922980658504942,0.5604546704423536,0.5862729177562469,0.608230197101558,0.6352586133764424,0.7695852534562212,0.7557603686635944,0.7511520737327189,0.7373271889400922,0.7373271889400922,0.5574991604150166,0.5434861776466193,0.575450457735545,0.5855380642798639,0.6035451932986211
2,0.7965317919075146,0.8034682080924856,0.7953757225433526,0.7722543352601157,0.7491329479768787,0.481482781401468,0.46777579981252687,0.5296699278945223,0.5165400876911408,0.5515912519682438,0.7695852534562212,0.8018433179723502,0.7603686635944701,0.7695852534562212,0.7788018433179723,0.501454595047208,0.5095216425882506,0.5236285688690326,0.541970459546911,0.5682210087226832
3,0.8277456647398844,0.8300578034682081,0.8115606936416185,0.7907514450867053,0.7572254335260116,0.43278200856042565,0.40224613837145884,0.46626755294449834,0.4687198477053861,0.5443322975701148,0.8110599078341014,0.7649769585253456,0.7788018433179723,0.8018433179723502,0.783410138248848,0.4530118951050367,0.4932217839676114,0.4867512663388582,0.47460406606647826,0.5658522575132309
4,0.8393063583815029,0.8485549132947977,0.8358381502890174,0.8219653179190752,0.7872832369942196,0.3743559554082538,0.38905312107243667,0.409941767880676,0.4145712305646424,0.48935825288842577,0.8294930875576036,0.8064516129032258,0.7926267281105991,0.8110599078341014,0.8433179723502304,0.40434507290888494,0.45963907901043166,0.44721573508829565,0.4795480455671038,0.4950450246784544
5,0.8520231213872833,0.8589595375722544,0.8554913294797688,0.8578034682080925,0.823121387283237,0.36923182721531717,0.36858974465536415,0.37397236834972275,0.3743453173462404,0.4234228577088872,0.7926267281105991,0.7511520737327189,0.8294930875576036,0.7880184331797235,0.7880184331797235,0.4763857230612759,0.45084120491133306,0.4468483375514158,0.44821668440295803,0.464762081198978
6,0.8682080924855492,0.8739884393063584,0.8682080924855492,0.8508670520231214,0.8393063583815029,0.3275675992353247,0.3315078659888801,0.33090417182773624,0.3484083471495077,0.3975539352368871,0.7880184331797235,0.8248847926267281,0.7741935483870968,0.7926267281105991,0.847926267281106,0.4829625555996521,0.43767618803384667,0.5083323360038793,0.42542679958079815,0.4085893015707693
7,0.8624277456647399,0.8878612716763006,0.8901734104046244,0.8635838150289018,0.8497109826589596,0.3331519816446742,0.2928500421550296,0.28600664122388997,0.3383589966581502,0.36167270327926776,0.7972350230414746,0.8387096774193549,0.8248847926267281,0.8387096774193549,0.8248847926267281,0.44713291924120646,0.41911932510165023,0.4327920614849038,0.4125071406913792,0.4359868067200832
8,0.8739884393063584,0.8982658959537573,0.900578034682081,0.8947976878612718,0.8554913294797688,0.3322101921663372,0.26045345357798655,0.26310024485675565,0.2892096132860271,0.34038477151765734,0.8110599078341014,0.8387096774193549,0.8064516129032258,0.7972350230414746,0.8248847926267281,0.38807872033888297,0.43480807185722387,0.43241939017300235,0.4274830049084079,0.39886684461672733
9,0.8959537572254336,0.9225433526011562,0.9225433526011562,0.9052023121387284,0.8936416184971099,0.25297891410118944,0.2096921689466599,0.21146790997697673,0.25900963495630736,0.28343105029075516,0.815668202764977,0.8294930875576036,0.7788018433179723,0.8294930875576036,0.815668202764977,0.40994703495008056,0.4158850661071215,0.480088989855507,0.4482407064481814,0.39843604531705656
10,0.8959537572254336,0.9329479768786128,0.8867052023121388,0.900578034682081,0.8820809248554914,0.2681866147375982,0.18634202966996288,0.2670127188940661,0.23266135566278334,0.28069281769455023,0.7880184331797235,0.8202764976958525,0.7880184331797235,0.7649769585253456,0.7972350230414746,0.4712912388111589,0.4644341139200096,0.48654439592141707,0.6379576806099184,0.5290794658221407
11,0.9179190751445088,0.9491329479768786,0.9329479768786128,0.9190751445086706,0.8867052023121388,0.2190981428010748,0.1503006299154474,0.1985854242646366,0.21122204437168365,0.2782893863019593,0.8248847926267281,0.8064516129032258,0.8064516129032258,0.8202764976958525,0.7695852534562212,0.4395772729601179,0.4047010153669366,0.4629195999989312,0.4384259869975428,0.4606904478117068
12,0.9479768786127168,0.9433526011560694,0.9456647398843931,0.9190751445086706,0.9260115606936417,0.1491723689464254,0.14728847993623226,0.15724497213276153,0.19499497799151536,0.22712819496972844,0.8110599078341014,0.8341013824884793,0.8064516129032258,0.8294930875576036,0.8248847926267281,0.49712483124798895,0.4885583363370412,0.4534333345527473,0.47473613897226924,0.4696482150785385
13,0.9352601156069364,0.9664739884393064,0.9560693641618497,0.9375722543352601,0.9225433526011562,0.1682927243479895,0.09822481556223073,0.13501904289656824,0.18851381553969251,0.20708632305127764,0.8064516129032258,0.8294930875576036,0.8202764976958525,0.8433179723502304,0.7695852534562212,0.5890280013809556,0.5350376735634518,0.503582799489597,0.49192713372718355,0.4734035098607639
14,0.9526011560693642,0.9560693641618497,0.9514450867052023,0.9502890173410405,0.9456647398843931,0.13301316436824448,0.12695697947926476,0.12963300027431698,0.14590051660843945,0.15474093507189268,0.815668202764977,0.8248847926267281,0.7926267281105991,0.8018433179723502,0.8064516129032258,0.4683934532552271,0.502609681423908,0.616877097687963,0.5074627333522392,0.48943186685236917
15,0.9630057803468208,0.9676300578034682,0.9606936416184971,0.9664739884393064,0.931791907514451,0.11781633829851763,0.09444587684552604,0.1204097414508872,0.10644933854768035,0.1776317539838476,0.8433179723502304,0.8248847926267281,0.8064516129032258,0.815668202764977,0.8387096774193549,0.47693298379397064,0.5054941452043946,0.562466377486831,0.5816533268871396,0.4470474467299501
