epochs,fold0_train_acc,fold1_train_acc,fold2_train_acc,fold3_train_acc,fold4_train_acc,fold0_train_loss,fold1_train_loss,fold2_train_loss,fold3_train_loss,fold4_train_loss,fold0_train_cons_loss,fold1_train_cons_loss,fold2_train_cons_loss,fold3_train_cons_loss,fold4_train_cons_loss,fold0_train_cls_loss,fold1_train_cls_loss,fold2_train_cls_loss,fold3_train_cls_loss,fold4_train_cls_loss,fold0_val_acc,fold1_val_acc,fold2_val_acc,fold3_val_acc,fold4_val_acc,fold0_val_loss,fold1_val_loss,fold2_val_loss,fold3_val_loss,fold4_val_loss
0,0.5780346820809249,0.5976878612716764,0.5722543352601156,0.5942196531791908,0.6092485549132949,8.954884520364464,12.717676311457923,7.221940618042552,9.399068941763781,8.64964126446925,16.64014509183551,24.180043430503357,13.224898430185581,17.557590523991017,16.076445439539917,1.2696239226454988,1.2553092186604071,1.218982801524871,1.240547390159117,1.2228371156465023,0.5990783410138248,0.5990783410138248,0.5990783410138248,0.5990783410138248,0.5990783410138248,1.2213702926987327,1.1317335559475807,1.1339533230126728,1.1239885602678572,1.1350446428571428
1,0.669364161849711,0.6809248554913295,0.6739884393063584,0.6578034682080925,0.6947976878612717,6.146128496992478,8.80387325024386,5.669827205325485,8.071561203090424,5.9891691864083665,11.629633277928063,17.139284466384748,10.696727547076865,15.590688521708918,11.406946287242645,0.930111526349269,0.8750670546785407,0.8881412471106293,0.919220250680906,0.835673620941442,0.6728110599078341,0.6866359447004609,0.7373271889400922,0.6820276497695853,0.7050691244239631,0.8791802050331221,0.848490490891417,0.8261128087197581,0.8638505364343319,0.8402364001296083
2,0.7283236994219654,0.7202312138728324,0.7213872832369943,0.7167630057803469,0.7225433526011561,4.786515849445938,7.331923010152415,4.941905893317056,7.390963202222772,4.846543946397414,9.252782666355099,14.660191514076443,9.599570738066227,14.762357661483485,9.423045801460196,0.7456078485611382,0.7015849822158113,0.7278283845394029,0.7216065433047233,0.7058995798093464,0.7004608294930875,0.7188940092165899,0.7695852534562212,0.7511520737327189,0.7235023041474654,0.8217298094578053,0.7269090221774194,0.7342181930893578,0.7108933409238192,0.7576156123991935
3,0.7375722543352602,0.7491329479768787,0.7560693641618498,0.7225433526011561,0.7341040462427746,4.418464823600349,6.636686180709699,4.4599163127601695,6.995504834236355,4.332686940464405,8.776374648470398,13.591789407467623,8.87731420009508,14.327015369310292,8.60994461479537,0.6686353770964736,0.6520622673384641,0.6588994297412557,0.6869955500331494,0.6522557669823322,0.7188940092165899,0.7419354838709677,0.7557603686635944,0.7419354838709677,0.7419354838709677,0.8025535196752592,0.6892567999351958,0.7596109275993663,0.7458750641291043,0.7539445024481567
4,0.7560693641618498,0.7537572254335261,0.746820809248555,0.7514450867052024,0.7537572254335261,4.0139631612585225,6.003695590780415,4.031583442600495,6.5066438366513735,3.964410070979267,8.142485487351724,12.604357266644818,8.210533078657377,13.707406372105309,8.033189629196027,0.6360814855733049,0.6031544886597799,0.6124429965237959,0.6151111847763762,0.6354087689600953,0.7419354838709677,0.7373271889400922,0.7972350230414746,0.7695852534562212,0.7142857142857143,0.7460481845838134,0.6823719218029954,0.6576515584497408,0.6481808429489487,0.7562786049557172
5,0.7745664739884394,0.7445086705202313,0.7676300578034683,0.7606936416184972,0.7595375722543353,3.803857805532053,5.832714570771664,3.923578042502797,6.303701617302151,3.686441355888997,7.91918316456156,12.564756997134708,8.155532034165269,13.611604419323282,7.648172960368865,0.6030491820169152,0.5966816473444667,0.6320582573566962,0.6197771894822427,0.6050945596957426,0.7465437788018433,0.7327188940092166,0.783410138248848,0.728110599078341,0.7926267281105991,0.68117920484411,0.694747573219686,0.6704471429921515,0.698826662406394,0.7067384500108007
6,0.7687861271676301,0.7560693641618498,0.7838150289017342,0.7722543352601157,0.7722543352601157,3.630624143355483,5.361353192854365,3.575072791598259,5.894575436180885,3.444433082134352,7.769576157998602,11.839332506197309,7.655772024338399,13.077929980164274,7.321221106642977,0.5713985863081906,0.573281279397667,0.5589036154090812,0.5851391958534171,0.5789809270736275,0.7741935483870968,0.7465437788018433,0.7972350230414746,0.7788018433179723,0.7235023041474654,0.6935848816199237,0.6215707102129536,0.5968603318737399,0.604584724672379,0.7603074174872192
7,0.7872832369942196,0.7768786127167631,0.7988439306358383,0.7838150289017342,0.784971098265896,3.415017317741289,4.977485716889758,3.390405175882742,5.568548398280362,3.2879190324643335,7.525550184993569,11.292895398008714,7.4645167556377725,12.713989333275261,7.171985446859937,0.528898571609357,0.5432620092269478,0.5298588079050046,0.5515368225377634,0.5608087067210347,0.7741935483870968,0.7788018433179723,0.783410138248848,0.8018433179723502,0.7741935483870968,0.6444027105234735,0.6227636381228399,0.5727991903981855,0.5941737302437357,0.6582865209623416
8,0.8092485549132948,0.7710982658959538,0.8208092485549133,0.7965317919075146,0.7919075144508672,3.1672510466444384,4.797731377662869,3.188881771280131,5.3566799109135195,3.134627864995134,7.147452015395558,11.205240142454794,7.223715388446773,12.610492124470001,7.020383281445285,0.5137835861346044,0.5260587044812124,0.49899257869895447,0.5208049564186586,0.5441241483075903,0.7695852534562212,0.8018433179723502,0.7603686635944701,0.7972350230414746,0.7327188940092166,0.5816736177365351,0.5813305410921299,0.567566410187752,0.5599373672415034,0.6394410726661506
9,0.8196531791907515,0.7895953757225435,0.8485549132947977,0.8034682080924856,0.8150289017341041,3.213036714890681,4.591038839532695,2.9858119208878335,5.258128684048259,2.994164755584997,7.4852202113615265,11.009209768487773,7.003414031562455,12.743780151419683,6.913217308324412,0.510226888394137,0.5305635644755232,0.44406378159829235,0.522308629587156,0.5147643045547905,0.7511520737327189,0.8064516129032258,0.8018433179723502,0.7465437788018433,0.815668202764977,0.7313137845509613,0.6030188353929652,0.5660279445384505,0.5644567111670147,0.6197921120076685
