epochs,fold0_train_acc,fold1_train_acc,fold2_train_acc,fold3_train_acc,fold4_train_acc,fold0_train_loss,fold1_train_loss,fold2_train_loss,fold3_train_loss,fold4_train_loss,fold0_val_acc,fold1_val_acc,fold2_val_acc,fold3_val_acc,fold4_val_acc,fold0_val_loss,fold1_val_loss,fold2_val_loss,fold3_val_loss,fold4_val_loss
0,0.6011560693641619,0.5583815028901734,0.5352601156069364,0.5826589595375723,0.5653179190751445,1.4302076987170298,1.4708727915352637,1.4964179642703554,1.455802147541571,1.4619342209002293,0.5990783410138248,0.5990783410138248,0.5990783410138248,0.5990783410138248,0.5990783410138248,1.2371663036434333,1.221024895593318,1.3176123271889402,1.2299624675979262,1.281175745247696
1,0.6277456647398845,0.6277456647398845,0.6277456647398845,0.6277456647398845,0.6277456647398845,1.1896639482690654,1.188117351007024,1.2138615879443808,1.1783165887955132,1.1770648081368262,0.5990783410138248,0.5990783410138248,0.5990783410138248,0.5990783410138248,0.5990783410138248,1.1237745153189804,1.063230452998992,1.1118765976022464,1.060641381048387,1.070221650435628
2,0.6277456647398845,0.6277456647398845,0.6277456647398845,0.6277456647398845,0.6277456647398845,1.042384961329469,1.0331328505769781,1.0679003514281107,1.0426748958202676,1.0544623978641054,0.5990783410138248,0.5990783410138248,0.5990783410138248,0.5990783410138248,0.5990783410138248,1.0468991187310988,1.002005159580213,1.0716126613353254,1.027199213405908,1.0554073351319484
3,0.6277456647398845,0.6277456647398845,0.6277456647398845,0.6277456647398845,0.6277456647398845,0.9531668260556843,0.9436594936825814,0.9733505117783853,0.9938420330712555,0.9903132543651336,0.5990783410138248,0.5990783410138248,0.5990783410138248,0.5990783410138248,0.5990783410138248,1.1158066169457501,1.0248915742619247,0.9964375561832832,1.0033934632753996,1.1354045889893984
4,0.6277456647398845,0.6277456647398845,0.6277456647398845,0.6277456647398845,0.6277456647398845,0.8947691490890783,0.923966989604705,0.9060482508545622,0.9218935660266001,0.9451791583944898,0.5990783410138248,0.5990783410138248,0.5990783410138248,0.5990783410138248,0.5990783410138248,0.9873955101461455,0.9933972973977366,0.9705250944410052,0.9263984706544657,1.100808638032131
5,0.6277456647398845,0.6277456647398845,0.6277456647398845,0.6277456647398845,0.6277456647398845,0.8886780202935595,0.8539510877854234,0.8716443766147719,0.9053175427498074,0.8730963457615004,0.5990783410138248,0.5990783410138248,0.5990783410138248,0.5990783410138248,0.5990783410138248,0.9718287534977433,0.9694532974524432,0.9429342730254072,0.9463337934511598,0.9681479299123386
6,0.6289017341040463,0.6289017341040463,0.6277456647398845,0.6277456647398845,0.6277456647398845,0.8759476115944189,0.8832491975311839,0.8531021344552346,0.8809029902886907,0.8427031308139136,0.5990783410138248,0.5990783410138248,0.5990783410138248,0.5990783410138248,0.5990783410138248,0.9100852171946231,0.9159150920155961,0.8489858236181022,0.8815004160876647,0.9180819394951043
7,0.6277456647398845,0.6300578034682082,0.6300578034682082,0.6289017341040463,0.6300578034682082,0.8339327054286222,0.8364906819588548,0.852062936769713,0.8207062132861636,0.8408342933436053,0.5990783410138248,0.5990783410138248,0.5990783410138248,0.5990783410138248,0.6082949308755761,0.8433164484489898,0.9094429620400003,0.8460105338953607,0.9035780028813446,0.916389967988713
8,0.63121387283237,0.6346820809248556,0.6323699421965319,0.6323699421965319,0.6369942196531793,0.8114799184536715,0.8362417975696949,0.8440650898382205,0.8225462759306671,0.8476804516731052,0.631336405529954,0.5990783410138248,0.5990783410138248,0.5990783410138248,0.6221198156682027,0.8255958908713907,0.9537189319935812,0.8967139896709249,0.9953031441033711,0.8614296418730565
9,0.638150289017341,0.6497109826589595,0.6427745664739885,0.638150289017341,0.6416184971098267,0.7942017798030049,0.7963426889629539,0.8064128466702383,0.814049794039595,0.808120418032375,0.6129032258064516,0.6036866359447005,0.6267281105990783,0.631336405529954,0.6359447004608295,0.9079432514955371,0.8442139927692677,0.8030247957475724,0.7862133282120876,0.8964132938516854
10,0.6439306358381504,0.6554913294797688,0.6439306358381504,0.6450867052023121,0.6508670520231215,0.7792736395783381,0.803830092653222,0.8024995162946369,0.796900043246943,0.790239129044594,0.6405529953917051,0.6175115207373272,0.6451612903225806,0.631336405529954,0.6589861751152074,0.890551951623732,0.9040500903459189,0.825888969931185,0.8225961802741899,0.8408988571386733
11,0.6578034682080925,0.6670520231213873,0.6578034682080925,0.6485549132947978,0.6635838150289017,0.7904905709651632,0.7826509951451502,0.789370339944822,0.786388481155448,0.7982060712411863,0.631336405529954,0.6405529953917051,0.6543778801843319,0.6405529953917051,0.7050691244239631,0.9463496757542482,0.8531834513361004,0.8341616919513122,0.8119851614473053,0.7756597589237899
12,0.6658959537572254,0.6728323699421965,0.6728323699421965,0.6624277456647399,0.661271676300578,0.7830499766069815,0.7961823442660341,0.7850294966216481,0.800268798519712,0.8116116562020887,0.6728110599078341,0.6774193548387096,0.6820276497695853,0.6543778801843319,0.7004608294930875,0.8569782214230656,0.8121566420875936,0.8163914795844786,0.8686193474976148,0.7856567345456593
13,0.6774566473988439,0.6797687861271676,0.6705202312138728,0.6739884393063584,0.6763005780346821,0.7842253063796857,0.7892277601662032,0.8046610098366344,0.8064090079123821,0.7745897261374587,0.7004608294930875,0.6820276497695853,0.695852534562212,0.6589861751152074,0.7142857142857143,0.8783506995521932,0.8636082795358473,0.7711523337298275,0.8265127492939821,0.7832020098163236
14,0.6913294797687862,0.6959537572254336,0.6947976878612717,0.6947976878612717,0.6994219653179191,0.7694140809391616,0.8067936820721407,0.7690852946097698,0.7647823221092924,0.7676130929671297,0.7096774193548387,0.6497695852534562,0.7235023041474654,0.6543778801843319,0.7050691244239631,0.8696011052153627,0.9018514431017335,0.7724104367093556,0.8839509608009444,0.8136090474194645
15,0.6901734104046243,0.6982658959537573,0.6959537572254336,0.6994219653179191,0.6913294797687862,0.7708814778459181,0.7652074683696852,0.7607229871487399,0.7619621737287678,0.7630233288904943,0.7050691244239631,0.6820276497695853,0.7327188940092166,0.695852534562212,0.7142857142857143,0.8744548372409311,0.8540690791222357,0.7510167552578834,0.7716229654127552,0.8418273931274766
16,0.6936416184971099,0.6959537572254336,0.7017341040462428,0.6994219653179191,0.6890173410404624,0.7846246383605747,0.756790185193403,0.7536962179962649,0.7595089531819755,0.7921898302135117,0.7004608294930875,0.7050691244239631,0.7235023041474654,0.7004608294930875,0.7235023041474654,0.8566889746397871,0.7957173778164771,0.772173510169104,0.7350041921237647,0.7870000534892632
17,0.7098265895953758,0.700578034682081,0.7028901734104047,0.7040462427745665,0.7040462427745665,0.7671766379557619,0.7670983458877704,0.7765956559312452,0.7608291812992971,0.7809554658351688,0.6820276497695853,0.663594470046083,0.728110599078341,0.7004608294930875,0.728110599078341,1.0317055327551705,0.941229384615674,0.7979053670909547,0.7812614001436717,0.7860323415923228
18,0.6982658959537573,0.7063583815028902,0.7121387283236995,0.7075144508670521,0.6878612716763006,0.7740546131352766,0.7635244016253621,0.71787320747288,0.7434665232623389,0.7544219015388314,0.7327188940092166,0.7004608294930875,0.7188940092165899,0.7050691244239631,0.728110599078341,0.8433293406315113,0.888691303367439,0.7248633891206733,0.7914315709320631,0.814818509163395
19,0.6994219653179191,0.7086705202312139,0.7098265895953758,0.6959537572254336,0.7086705202312139,0.78341379296889,0.7374790529592321,0.7693703188261855,0.7518674586344203,0.7440617787181785,0.695852534562212,0.6866359447004609,0.7235023041474654,0.7096774193548387,0.7373271889400922,0.8992365477821245,0.9620033337773266,0.7758511233439643,0.7538604538561562,0.7838855190760529
20,0.7098265895953758,0.6982658959537573,0.715606936416185,0.7121387283236995,0.7040462427745665,0.7468470329538398,0.7372388607318249,0.7122064752316256,0.7369583221750522,0.7528233785148061,0.695852534562212,0.7004608294930875,0.7419354838709677,0.7188940092165899,0.7327188940092166,0.8874381242259857,0.8504745806417158,0.7472209551367343,0.719361156911894,0.7618250643602714
21,0.7040462427745665,0.7086705202312139,0.7294797687861272,0.7132947976878613,0.7075144508670521,0.7565330879403911,0.7502261662701948,0.7071282557391245,0.7252835658712125,0.7174993430802582,0.6866359447004609,0.695852534562212,0.7142857142857143,0.7142857142857143,0.7327188940092166,0.9105258570288732,0.9236776883701026,0.7357069358298306,0.7308898884030531,0.7313129879911924
22,0.7144508670520232,0.7190751445086706,0.7121387283236995,0.7052023121387284,0.7121387283236995,0.7270442236454115,0.7461957986201715,0.7226759668337096,0.7575604177396232,0.7154977485674237,0.7096774193548387,0.6866359447004609,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.8143155179265458,0.9550016761375463,0.7029957425209784,0.7895396228210168,0.7602920378408125
23,0.7144508670520232,0.7086705202312139,0.7213872832369943,0.7132947976878613,0.7121387283236995,0.7115280185270747,0.7389992814545238,0.7091036160057838,0.7295722999703993,0.7471508698179088,0.7096774193548387,0.6866359447004609,0.7235023041474654,0.7235023041474654,0.695852534562212,0.7339155575097431,0.9301717825199601,0.7216407318818404,0.7135283359184793,0.8072548335598361
24,0.7213872832369943,0.715606936416185,0.7202312138728324,0.7121387283236995,0.7144508670520232,0.704611216116389,0.7337192420018922,0.6923896692214756,0.7002758613420189,0.7204896184282565,0.7142857142857143,0.695852534562212,0.6912442396313364,0.728110599078341,0.7096774193548387,0.782997260445274,0.8616281506103305,0.7959592512675694,0.6997308912365118,0.8253324136206631
25,0.7167630057803469,0.7075144508670521,0.7075144508670521,0.7190751445086706,0.7190751445086706,0.7218410501239496,0.7253305455413434,0.7281055034847435,0.7238978448264096,0.7266791848414534,0.7142857142857143,0.7142857142857143,0.7004608294930875,0.7142857142857143,0.7004608294930875,0.7588453935588011,0.7546203262794952,0.779177222933088,0.7416637998572143,0.7826627751099898
26,0.7179190751445087,0.7109826589595376,0.7352601156069365,0.7248554913294798,0.7225433526011561,0.6865370962597909,0.6955151295443194,0.6937402128626448,0.7140858783087599,0.7328466362909439,0.7096774193548387,0.7142857142857143,0.728110599078341,0.7188940092165899,0.7096774193548387,0.755534698886256,0.8297841873037101,0.6972210566569034,0.6811540478385538,0.767757734395392
27,0.7202312138728324,0.7075144508670521,0.7306358381502891,0.7190751445086706,0.7213872832369943,0.7448812559110309,0.6904238068729366,0.682568471912944,0.7354317586356347,0.7036256188646369,0.7096774193548387,0.7188940092165899,0.7327188940092166,0.7142857142857143,0.7050691244239631,0.8190834286026142,0.7370374252169912,0.6841033021425871,0.755887720442038,0.7354485153602565
28,0.7190751445086706,0.7167630057803469,0.7144508670520232,0.7294797687861272,0.7098265895953758,0.7241931092848471,0.7023519649418122,0.7290953846152769,0.6787692890801561,0.7123707516477742,0.7050691244239631,0.728110599078341,0.7235023041474654,0.7235023041474654,0.7188940092165899,0.8097204068838726,0.7340845583770682,0.7014674618496873,0.6740604106182327,0.6906752256753808
